RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit
32743,41D061000,1990/03/28 00:00:00+00,0,YORKTOWN DR,1830,
32744,41D061000,2011/10/18 00:00:00+00,280000,YORKTOWN DR,1830,
32745,41D062000,1990/03/28 00:00:00+00,1500,YORKTOWN DR,1832,
32746,41D062000,1998/06/15 00:00:00+00,136000,YORKTOWN DR,1832,
32747,41D062000,2004/06/21 00:00:00+00,220000,YORKTOWN DR,1832,
32748,41D062000,2011/10/04 00:00:00+00,0,YORKTOWN DR,1832,
32749,41D062000,1989/06/08 00:00:00+00,125000,YORKTOWN DR,1832,
32750,41D063000,1998/09/25 00:00:00+00,170000,YORKTOWN DR,1834,
32751,41D063000,1982/06/08 00:00:00+00,106000,YORKTOWN DR,1834,
32752,41D063000,1989/10/10 00:00:00+00,163000,YORKTOWN DR,1834,
32753,41D064000,2012/03/12 00:00:00+00,0,BRANDYWINE DR,1831,
32754,41D064000,2009/03/23 00:00:00+00,0,BRANDYWINE DR,1831,
32755,41D064000,2000/03/13 00:00:00+00,0,BRANDYWINE DR,1831,
32756,41D064000,2000/07/26 00:00:00+00,0,BRANDYWINE DR,1831,
32757,41D064000,1992/02/04 00:00:00+00,0,BRANDYWINE DR,1831,
32758,41D064000,1972/01/28 00:00:00+00,48500,BRANDYWINE DR,1831,
32759,41D064000,2012/04/17 00:00:00+00,0,BRANDYWINE DR,1831,
32760,41D064000,2009/04/06 00:00:00+00,0,BRANDYWINE DR,1831,
32761,41D065000,1996/01/29 00:00:00+00,152100,BRANDYWINE DR,1829,
32762,41D065000,2018/11/29 00:00:00+00,0,BRANDYWINE DR,1829,
32763,41D065000,1994/09/30 00:00:00+00,143000,BRANDYWINE DR,1829,
32764,41D066000,2009/07/31 00:00:00+00,435000,BRANDYWINE DR,1827,
32765,41D066000,1987/05/04 00:00:00+00,149500,BRANDYWINE DR,1827,
32766,41D066000,1982/10/01 00:00:00+00,130000,BRANDYWINE DR,1827,
32767,41D066000,2019/07/24 00:00:00+00,605000,BRANDYWINE DR,1827,
32768,41D066000,2012/08/24 00:00:00+00,490000,BRANDYWINE DR,1827,
32769,41D067000,1996/11/06 00:00:00+00,0,BRANDYWINE DR,1641,
32770,41D067000,1963/04/01 00:00:00+00,33000,BRANDYWINE DR,1641,
32771,41D068000,2002/05/24 00:00:00+00,354000,BRANDYWINE DR,1645,
32772,41D068000,1997/06/06 00:00:00+00,205000,BRANDYWINE DR,1645,
32773,41D068000,1993/01/15 00:00:00+00,160000,BRANDYWINE DR,1645,
32774,41D069000,1996/05/30 00:00:00+00,150000,BRANDYWINE DR,1647,
32775,41D069000,1981/01/21 00:00:00+00,88000,BRANDYWINE DR,1647,
32776,41D070000,1991/08/15 00:00:00+00,141250,BRANDYWINE DR,1649,
32777,41D070000,1989/03/23 00:00:00+00,0,BRANDYWINE DR,1649,
32778,41D070000,2008/06/16 00:00:00+00,360800,BRANDYWINE DR,1649,
32779,41D070000,2016/06/02 00:00:00+00,368000,BRANDYWINE DR,1649,
32780,41D070000,2012/09/14 00:00:00+00,0,BRANDYWINE DR,1649,
32781,41D071000,1995/03/07 00:00:00+00,0,BRANDYWINE DR,1651,
32782,41D072000,2001/03/12 00:00:00+00,227500,BRANDYWINE DR,1653,
32783,41D072000,1997/01/14 00:00:00+00,0,BRANDYWINE DR,1653,
32784,41D072000,1986/11/19 00:00:00+00,0,BRANDYWINE DR,1653,
32785,41D073000,1991/10/23 00:00:00+00,167500,BRANDYWINE DR,1655,
32786,41D073000,1989/06/19 00:00:00+00,160000,BRANDYWINE DR,1655,
32787,41D073000,2002/03/01 00:00:00+00,212000,BRANDYWINE DR,1655,
32788,41D073000,1999/12/01 00:00:00+00,177000,BRANDYWINE DR,1655,
32789,41D074000,2012/08/30 00:00:00+00,285000,BRANDYWINE DR,1659,
32790,41D074000,1966/11/25 00:00:00+00,1800,BRANDYWINE DR,1659,
32791,41D074000,2001/06/13 00:00:00+00,0,BRANDYWINE DR,1659,
32792,41D074000,2011/12/07 00:00:00+00,0,BRANDYWINE DR,1659,
32793,41D074000,1962/01/01 00:00:00+00,32000,BRANDYWINE DR,1659,
32794,41D074000,1998/06/08 00:00:00+00,0,BRANDYWINE DR,1659,
32795,41D076000,2012/07/20 00:00:00+00,325000,BRANDYWINE DR,1661,
32796,41D076000,1997/03/27 00:00:00+00,147000,BRANDYWINE DR,1661,
32797,41D076000,2008/09/11 00:00:00+00,0,BRANDYWINE DR,1661,
32798,41D076000,2017/07/11 00:00:00+00,0,BRANDYWINE DR,1661,
32799,41D076000,1977/05/16 00:00:00+00,47000,BRANDYWINE DR,1661,
32800,41D076000,2017/10/06 00:00:00+00,0,BRANDYWINE DR,1661,
32801,41D076000,2003/10/01 00:00:00+00,255000,BRANDYWINE DR,1661,
32802,41D077000,1990/01/31 00:00:00+00,0,BRANDYWINE DR,1669,
32803,41D077000,1989/12/15 00:00:00+00,190000,BRANDYWINE DR,1669,
32804,41D078000,1989/11/28 00:00:00+00,16500,BRANDYWINE DR,1671,
32805,41D078000,2002/11/01 00:00:00+00,23500,BRANDYWINE DR,1671,
32806,41D078000,2001/06/19 00:00:00+00,19000,BRANDYWINE DR,1671,
32807,41D078000,2006/04/27 00:00:00+00,625000,BRANDYWINE DR,1671,
32808,41D078000,1995/02/03 00:00:00+00,16500,BRANDYWINE DR,1671,
32809,41D079000,1985/12/12 00:00:00+00,22000,BRANDYWINE DR,1663,
32810,41D079000,1989/09/19 00:00:00+00,162500,BRANDYWINE DR,1663,
32811,41D079000,2018/05/01 00:00:00+00,0,BRANDYWINE DR,1663,
32812,41D080000,1981/01/07 00:00:00+00,10100,BRANDYWINE DR,1665,
32813,41D080000,2018/05/29 00:00:00+00,0,BRANDYWINE DR,1665,
32814,41D080000,1983/09/22 00:00:00+00,14900,BRANDYWINE DR,1665,
32815,41D082000,1972/12/20 00:00:00+00,43800,BRANDYWINE DR,1667,
32816,41D082000,2019/12/12 00:00:00+00,582000,BRANDYWINE DR,1667,
32817,41D082000,1974/12/03 00:00:00+00,70750,BRANDYWINE DR,1667,
32818,41D082000,2014/07/22 00:00:00+00,0,BRANDYWINE DR,1667,
32819,41D083000,1995/09/18 00:00:00+00,125000,BRANDYWINE DR,1901,
32820,41D083000,1995/03/06 00:00:00+00,0,BRANDYWINE DR,1901,
32821,41D083000,2006/10/26 00:00:00+00,320000,BRANDYWINE DR,1901,
32822,41D083000,2012/10/30 00:00:00+00,302500,BRANDYWINE DR,1901,
32823,41D083000,1999/12/29 00:00:00+00,137500,BRANDYWINE DR,1901,
32824,41D084000,2001/12/20 00:00:00+00,0,BRANDYWINE DR,1902,
32825,41D084000,1989/12/15 00:00:00+00,177500,BRANDYWINE DR,1902,
32826,41D084000,1983/07/22 00:00:00+00,144200,BRANDYWINE DR,1902,
32827,41D086000,1970/08/03 00:00:00+00,38800,BRANDYWINE DR,2200,
32828,41D086000,2020/01/29 00:00:00+00,335000,BRANDYWINE DR,2200,
32829,41D086000,2011/08/26 00:00:00+00,265000,BRANDYWINE DR,2200,
32830,41D087000,1984/05/23 00:00:00+00,87500,BRANDYWINE DR,2204,
32831,41D087000,1981/08/27 00:00:00+00,83000,BRANDYWINE DR,2204,
32832,41D088000,1968/11/06 00:00:00+00,35798,BRANDYWINE DR,2206,
32833,41D088000,2006/02/21 00:00:00+00,0,BRANDYWINE DR,2206,
32834,41D088000,1998/11/24 00:00:00+00,0,BRANDYWINE DR,2206,
32835,41D088000,1992/03/25 00:00:00+00,0,BRANDYWINE DR,2206,
32836,41D089000,1991/08/23 00:00:00+00,135000,BRANDYWINE DR,2208,
32837,41D089000,2004/01/30 00:00:00+00,247000,BRANDYWINE DR,2208,
32838,41D089000,2002/11/26 00:00:00+00,0,BRANDYWINE DR,2208,
32839,41D089000,1999/05/28 00:00:00+00,160000,BRANDYWINE DR,2208,
32840,41D089000,1988/09/30 00:00:00+00,101600,BRANDYWINE DR,2208,
32841,41D090000,1975/10/01 00:00:00+00,56000,BRANDYWINE DR,2212,
32842,41D090000,2004/03/16 00:00:00+00,0,BRANDYWINE DR,2212,
32843,41D090000,2011/04/15 00:00:00+00,275000,BRANDYWINE DR,2212,
32844,41D091000,1976/11/01 00:00:00+00,57400,BRANDYWINE DR,2209,
32845,41D091000,1997/02/18 00:00:00+00,145000,BRANDYWINE DR,2209,
32846,41D092000,1980/06/02 00:00:00+00,82000,MICHAEL PL,1948,
32847,41D092000,2009/03/23 00:00:00+00,282500,MICHAEL PL,1948,
32848,41D092000,1992/01/17 00:00:00+00,0,MICHAEL PL,1948,
32849,41D092000,2010/10/29 00:00:00+00,0,MICHAEL PL,1948,
32850,41D093000,1996/06/13 00:00:00+00,153500,MICHAEL PL,1946,
32851,41D093000,1986/02/27 00:00:00+00,1,MICHAEL PL,1946,
32852,41D094000,1993/05/31 00:00:00+00,0,WILSON CT,100,
32853,41D094000,2014/11/18 00:00:00+00,0,WILSON CT,100,
32854,41D094000,1999/05/14 00:00:00+00,155000,WILSON CT,100,
32855,41D094000,2014/04/17 00:00:00+00,311500,WILSON CT,100,
32856,41D094000,1996/06/28 00:00:00+00,130000,WILSON CT,100,
32857,41D095000,2018/04/26 00:00:00+00,402000,WILSON CT,102,
32858,41D095000,1998/08/03 00:00:00+00,0,WILSON CT,102,
32859,41D095000,1980/10/06 00:00:00+00,86000,WILSON CT,102,
32860,41D095000,2000/06/15 00:00:00+00,175500,WILSON CT,102,
32861,41D096000,1968/12/20 00:00:00+00,35400,WILSON CT,104,
32862,41D096000,2012/04/02 00:00:00+00,352500,WILSON CT,104,
32863,41D096000,1998/05/01 00:00:00+00,0,WILSON CT,104,
32864,41D096000,2005/05/27 00:00:00+00,332550,WILSON CT,104,
32865,41D097000,1999/05/28 00:00:00+00,174000,WILSON CT,106,
32866,41D097000,1989/07/10 00:00:00+00,0,WILSON CT,106,
32867,41D097000,1968/12/11 00:00:00+00,7700,WILSON CT,106,
32868,41D097000,2001/08/01 00:00:00+00,37167,WILSON CT,106,
32869,41D098000,2012/08/16 00:00:00+00,0,WILSON CT,108,
32870,41D098000,1974/06/13 00:00:00+00,57000,WILSON CT,108,
32871,41D099000,2014/01/28 00:00:00+00,0,WILSON CT,107,
32872,41D099000,2011/08/11 00:00:00+00,0,WILSON CT,107,
32873,41D099000,1973/03/05 00:00:00+00,53000,WILSON CT,107,
32874,41D099000,2014/12/19 00:00:00+00,0,WILSON CT,107,
32875,41D099000,2009/05/28 00:00:00+00,0,WILSON CT,107,
32876,41D100000,1974/07/12 00:00:00+00,67500,WILSON CT,105,
32877,41D100000,1999/06/22 00:00:00+00,176200,WILSON CT,105,
32878,41D101000,1993/03/22 00:00:00+00,135000,WILSON CT,103,
32879,41D101000,1990/09/10 00:00:00+00,134000,WILSON CT,103,
32880,41D102000,2005/10/11 00:00:00+00,376200,MICHAEL PL,1940,
32881,41D102000,1991/10/31 00:00:00+00,146500,MICHAEL PL,1940,
32882,41D102000,1971/07/02 00:00:00+00,43200,MICHAEL PL,1940,
32883,41D103000,1984/10/23 00:00:00+00,90000,BRANDYWINE DR,2207,
32884,41D103000,1982/02/24 00:00:00+00,87000,BRANDYWINE DR,2207,
32885,41D104000,2017/08/14 00:00:00+00,370000,BRANDYWINE DR,2205,
32886,41D104000,1979/07/25 00:00:00+00,78500,BRANDYWINE DR,2205,
32887,41D105000,1994/09/16 00:00:00+00,132000,BRANDYWINE DR,2203,
32888,41D105000,1996/12/17 00:00:00+00,135330,BRANDYWINE DR,2203,
32889,41D106000,1973/04/25 00:00:00+00,41000,BRANDYWINE DR,2201,
32890,41D106000,1984/10/31 00:00:00+00,110000,BRANDYWINE DR,2201,
32891,41D107000,1900/01/01 00:00:00+00,0,BRANDYWINE DR,0,
32892,420001000,1963/09/12 00:00:00+00,85000,DAIRY RD,1562,
32893,420002000,1984/05/31 00:00:00+00,51000,OAKLEAF LN,1605,
32894,420002000,1993/08/17 00:00:00+00,89000,OAKLEAF LN,1605,
32895,420002100,2020/05/18 00:00:00+00,259900,OAKLEAF LN,1607,
32896,420002100,2019/12/13 00:00:00+00,0,OAKLEAF LN,1607,
32897,420002100,1967/08/29 00:00:00+00,15000,OAKLEAF LN,1607,
32898,420002100,2019/12/13 00:00:00+00,0,OAKLEAF LN,1607,
32899,420002100,1987/06/19 00:00:00+00,66000,OAKLEAF LN,1607,
32900,420002200,2004/08/30 00:00:00+00,0,OAKLEAF LN,1609,
32901,420002200,1971/06/29 00:00:00+00,24000,OAKLEAF LN,1609,
32902,420002200,2011/12/14 00:00:00+00,0,OAKLEAF LN,1609,
32903,420002200,2011/12/14 00:00:00+00,0,OAKLEAF LN,1609,
32904,420002300,1988/07/01 00:00:00+00,76600,OAKLEAF LN,1603,
32905,420002300,2014/07/22 00:00:00+00,227500,OAKLEAF LN,1603,
32906,420002300,1991/04/25 00:00:00+00,88600,OAKLEAF LN,1603,
32907,420002400,2016/06/28 00:00:00+00,254900,OAKLEAF LN,1601,
32908,420002400,2005/09/30 00:00:00+00,216200,OAKLEAF LN,1601,
32909,420002400,1993/09/03 00:00:00+00,0,OAKLEAF LN,1601,
32910,420002400,1993/09/03 00:00:00+00,95000,OAKLEAF LN,1601,
32911,420002400,2017/09/26 00:00:00+00,0,OAKLEAF LN,1601,
32912,420002400,2003/10/09 00:00:00+00,0,OAKLEAF LN,1601,
32913,420003000,2001/08/16 00:00:00+00,0,OAKLEAF LN,1611,
32914,420003000,1988/06/21 00:00:00+00,70000,OAKLEAF LN,1611,
32915,420003000,2001/08/16 00:00:00+00,0,OAKLEAF LN,1611,
32916,420003000,1958/12/31 00:00:00+00,16000,OAKLEAF LN,1611,
32917,420004000,1986/12/01 00:00:00+00,69500,OAKLEAF LN,1613,
32918,420004000,2019/08/21 00:00:00+00,0,OAKLEAF LN,1613,
32919,420004000,1993/05/28 00:00:00+00,103500,OAKLEAF LN,1613,
32920,420004000,2015/09/01 00:00:00+00,395000,OAKLEAF LN,1613,
32921,420004000,2019/03/11 00:00:00+00,0,OAKLEAF LN,1613,
32922,420004000,1998/07/30 00:00:00+00,121500,OAKLEAF LN,1613,
32923,420005000,1995/07/27 00:00:00+00,0,OAKLEAF LN,1614,
32924,420005000,2005/10/27 00:00:00+00,337000,OAKLEAF LN,1614,
32925,420005000,2015/10/14 00:00:00+00,249900,OAKLEAF LN,1614,
32926,420005000,1998/09/22 00:00:00+00,0,OAKLEAF LN,1614,
32927,420006000,1991/11/01 00:00:00+00,87000,GREENLEAF LN,1626,
32928,420006000,1999/01/06 00:00:00+00,120000,GREENLEAF LN,1626,
32929,420006000,1993/08/04 00:00:00+00,0,GREENLEAF LN,1626,
32930,420006000,2004/08/24 00:00:00+00,223000,GREENLEAF LN,1626,
32931,420006000,2016/12/30 00:00:00+00,0,GREENLEAF LN,1626,
32932,420007000,1981/03/16 00:00:00+00,58000,GREENLEAF LN,1618,
32933,420007000,2001/08/14 00:00:00+00,182000,GREENLEAF LN,1618,
32934,420007000,2005/08/16 00:00:00+00,282500,GREENLEAF LN,1618,
32935,420008000,1988/06/21 00:00:00+00,82500,GREENLEAF LN,1616,
32936,420008000,2006/03/01 00:00:00+00,319000,GREENLEAF LN,1616,
32937,420008000,1995/03/30 00:00:00+00,119900,GREENLEAF LN,1616,
32938,420008000,2008/06/04 00:00:00+00,302500,GREENLEAF LN,1616,
32939,420009000,1971/02/16 00:00:00+00,8000,GREENLEAF LN,1614,
32940,420009000,2006/12/29 00:00:00+00,0,GREENLEAF LN,1614,
32941,420010000,1971/09/20 00:00:00+00,0,GREENLEAF LN,1612,
32942,420010000,2003/04/28 00:00:00+00,0,GREENLEAF LN,1612,
32943,420010000,1996/07/08 00:00:00+00,89500,GREENLEAF LN,1612,
32944,420011000,2006/02/03 00:00:00+00,0,GREENLEAF LN,1610,
32945,420011000,2006/07/17 00:00:00+00,180000,GREENLEAF LN,1610,
32946,420011000,1971/09/20 00:00:00+00,0,GREENLEAF LN,1610,
32947,420011000,1956/08/31 00:00:00+00,13500,GREENLEAF LN,1610,
32948,420011000,2005/11/02 00:00:00+00,0,GREENLEAF LN,1610,
32949,420011000,2007/09/10 00:00:00+00,360000,GREENLEAF LN,1610,
32950,420012000,2011/09/29 00:00:00+00,332500,GREENLEAF LN,1608,
32951,420012000,1998/06/29 00:00:00+00,162500,GREENLEAF LN,1608,
32952,420012000,2005/06/29 00:00:00+00,355000,GREENLEAF LN,1608,
32953,420012000,2007/06/22 00:00:00+00,362000,GREENLEAF LN,1608,
32954,420012000,1979/07/11 00:00:00+00,69000,GREENLEAF LN,1608,
32955,420012000,2019/02/15 00:00:00+00,0,GREENLEAF LN,1608,
32956,420012000,2007/06/22 00:00:00+00,362000,GREENLEAF LN,1608,
32957,420013000,2018/08/30 00:00:00+00,0,GREENLEAF LN,1606,
32958,420013000,2002/12/12 00:00:00+00,212915,GREENLEAF LN,1606,
32959,420013000,2020/05/06 00:00:00+00,372000,GREENLEAF LN,1606,
32960,420013000,2006/05/25 00:00:00+00,346275,GREENLEAF LN,1606,
32961,420013000,1985/08/12 00:00:00+00,66500,GREENLEAF LN,1606,
32962,420013000,1975/06/30 00:00:00+00,30000,GREENLEAF LN,1606,
32963,420013000,2013/07/03 00:00:00+00,0,GREENLEAF LN,1606,
32964,420014000,1989/01/20 00:00:00+00,80000,GREENLEAF LN,1604,
32965,420014000,1996/05/17 00:00:00+00,118800,GREENLEAF LN,1604,
32966,420014000,2005/07/21 00:00:00+00,306000,GREENLEAF LN,1604,
32967,420014000,2003/04/30 00:00:00+00,215000,GREENLEAF LN,1604,
32968,420015000,2014/06/16 00:00:00+00,0,GREENLEAF LN,1602,
32969,420015000,1961/07/21 00:00:00+00,11500,GREENLEAF LN,1602,
32970,420015000,2014/08/06 00:00:00+00,0,GREENLEAF LN,1602,
32971,420015000,2014/09/08 00:00:00+00,207500,GREENLEAF LN,1602,
32972,420016000,2005/07/08 00:00:00+00,315270,GREENLEAF LN,1600,
32973,420016000,1969/03/06 00:00:00+00,16000,GREENLEAF LN,1600,
32974,420017000,2015/01/27 00:00:00+00,0,GREENLEAF LN,1508,
32975,420017000,1991/08/02 00:00:00+00,108000,GREENLEAF LN,1508,
32976,420017000,1989/06/13 00:00:00+00,85000,GREENLEAF LN,1508,
32977,420017000,1998/11/30 00:00:00+00,119000,GREENLEAF LN,1508,
32978,420018000,2005/08/04 00:00:00+00,295000,GREENLEAF LN,1506,
32979,420018000,1978/11/16 00:00:00+00,42500,GREENLEAF LN,1506,
32980,420018000,1984/05/11 00:00:00+00,61500,GREENLEAF LN,1506,
32981,420019000,1978/08/21 00:00:00+00,53000,GREENLEAF LN,1504,
32982,420019000,2020/03/05 00:00:00+00,0,GREENLEAF LN,1504,
32983,420019000,1984/07/31 00:00:00+00,68500,GREENLEAF LN,1504,
32984,420019000,2020/03/05 00:00:00+00,0,GREENLEAF LN,1504,
32985,420020000,1993/06/16 00:00:00+00,93500,GREENLEAF LN,1502,
32986,420020000,1989/09/29 00:00:00+00,0,GREENLEAF LN,1502,
32987,420020000,2016/11/28 00:00:00+00,320000,GREENLEAF LN,1502,
32988,420021000,1990/07/27 00:00:00+00,126000,GREENLEAF LN,1500,
32989,420021000,1990/02/20 00:00:00+00,59500,GREENLEAF LN,1500,
32990,420021000,2001/08/17 00:00:00+00,205000,GREENLEAF LN,1500,
32991,420022000,1966/12/19 00:00:00+00,15100,DEL MAR DR,1600,
32992,420022000,2018/09/19 00:00:00+00,150000,DEL MAR DR,1600,
32993,420023000,1984/05/04 00:00:00+00,71000,DEL MAR DR,1602,
32994,420023000,2014/06/17 00:00:00+00,267500,DEL MAR DR,1602,
32995,420023000,1997/10/29 00:00:00+00,140000,DEL MAR DR,1602,
32996,420024000,1982/06/25 00:00:00+00,65000,DEL MAR DR,1604,
32997,420024000,2006/04/21 00:00:00+00,265000,DEL MAR DR,1604,
32998,420025000,1975/05/19 00:00:00+00,22500,DEL MAR DR,1606,
32999,420025000,1990/11/30 00:00:00+00,0,DEL MAR DR,1606,
33000,420026000,1995/07/10 00:00:00+00,0,DEL MAR DR,1608,
33001,420026000,1994/09/27 00:00:00+00,98000,DEL MAR DR,1608,
33002,420026000,2016/07/05 00:00:00+00,0,DEL MAR DR,1608,
33003,420027000,1970/04/01 00:00:00+00,16500,DEL MAR DR,1610,
33004,420027000,1972/05/10 00:00:00+00,0,DEL MAR DR,1610,
33005,420028000,1996/06/03 00:00:00+00,0,DEL MAR DR,1612,
33006,420028000,2003/07/10 00:00:00+00,0,DEL MAR DR,1612,
33007,420028000,2013/05/14 00:00:00+00,259500,DEL MAR DR,1612,
33008,420028000,1981/10/09 00:00:00+00,46900,DEL MAR DR,1612,
33009,420029000,1999/08/19 00:00:00+00,0,DEL MAR DR,1614,
33010,420029000,1996/06/27 00:00:00+00,125000,DEL MAR DR,1614,
33011,420029000,1994/01/12 00:00:00+00,0,DEL MAR DR,1614,
33012,420029000,2013/01/17 00:00:00+00,0,DEL MAR DR,1614,
33013,420029000,2013/01/17 00:00:00+00,0,DEL MAR DR,1614,
33014,420030000,1986/10/31 00:00:00+00,71500,DEL MAR DR,1616,
33015,420030000,2016/12/30 00:00:00+00,0,DEL MAR DR,1616,
33016,420030000,1983/11/23 00:00:00+00,61750,DEL MAR DR,1616,
33017,420031000,1962/01/01 00:00:00+00,13500,DEL MAR DR,1618,
33018,420031000,2014/08/06 00:00:00+00,0,DEL MAR DR,1618,
33019,420031000,2014/06/16 00:00:00+00,0,DEL MAR DR,1618,
33020,420031000,2014/10/20 00:00:00+00,239900,DEL MAR DR,1618,
33021,420032000,2001/08/27 00:00:00+00,0,DEL MAR DR,1620,
33022,420032000,2015/04/02 00:00:00+00,0,DEL MAR DR,1620,
33023,420032000,1988/05/02 00:00:00+00,82500,DEL MAR DR,1620,
33024,420032000,1990/08/30 00:00:00+00,112000,DEL MAR DR,1620,
33025,420032000,1998/05/29 00:00:00+00,165000,DEL MAR DR,1620,
33026,420033000,1961/01/16 00:00:00+00,15250,DEL MAR DR,1613,
33027,420033000,2017/12/07 00:00:00+00,0,DEL MAR DR,1613,
33028,420033000,2019/11/04 00:00:00+00,372000,DEL MAR DR,1613,
33029,420034000,1992/04/08 00:00:00+00,0,OAKLEAF LN,1608,
33030,420034000,1988/08/03 00:00:00+00,67820,OAKLEAF LN,1608,
33031,420035000,2015/01/27 00:00:00+00,217000,DEL MAR DR,1611,
33032,420035000,1992/05/18 00:00:00+00,0,DEL MAR DR,1611,
33033,420035000,2014/06/16 00:00:00+00,0,DEL MAR DR,1611,
33034,420035000,1994/12/21 00:00:00+00,106000,DEL MAR DR,1611,
33035,420035000,2014/08/06 00:00:00+00,0,DEL MAR DR,1611,
33036,420036000,1993/11/15 00:00:00+00,99900,DEL MAR DR,1609,
33037,420036000,2002/01/04 00:00:00+00,0,DEL MAR DR,1609,
33038,420036000,1992/05/08 00:00:00+00,99900,DEL MAR DR,1609,
33039,420037000,1992/07/10 00:00:00+00,115000,DEL MAR DR,1607,
33040,420037000,1989/03/06 00:00:00+00,0,DEL MAR DR,1607,
33041,420038000,2000/05/01 00:00:00+00,132000,DEL MAR DR,1605,
33042,420038000,2000/05/01 00:00:00+00,132000,DEL MAR DR,1605,
33043,420038000,2000/05/01 00:00:00+00,132000,DEL MAR DR,1605,
33044,420038000,1992/08/08 00:00:00+00,0,DEL MAR DR,1605,
33045,420038000,1998/11/23 00:00:00+00,0,DEL MAR DR,1605,
33046,420038000,1994/08/26 00:00:00+00,105200,DEL MAR DR,1605,
33047,420038000,1999/05/05 00:00:00+00,122000,DEL MAR DR,1605,
33048,420039000,2007/06/04 00:00:00+00,279000,DEL MAR DR,1603,
33049,420039000,1986/03/25 00:00:00+00,69600,DEL MAR DR,1603,
33050,420039000,1984/11/15 00:00:00+00,65000,DEL MAR DR,1603,
33051,420039000,2003/09/16 00:00:00+00,191000,DEL MAR DR,1603,
33052,420040000,2000/05/31 00:00:00+00,147000,DEL MAR DR,1601,
33053,420040000,2005/05/18 00:00:00+00,275000,DEL MAR DR,1601,
33054,420040000,2018/08/31 00:00:00+00,338000,DEL MAR DR,1601,
33055,420040000,1987/06/18 00:00:00+00,68000,DEL MAR DR,1601,
33056,420040000,1986/06/20 00:00:00+00,0,DEL MAR DR,1601,
33057,420040000,2003/06/19 00:00:00+00,217000,DEL MAR DR,1601,
33058,420041000,2001/08/09 00:00:00+00,186000,ROSE HILL DR,1615,
33059,420041000,2010/04/28 00:00:00+00,275000,ROSE HILL DR,1615,
33060,420041000,2004/06/30 00:00:00+00,235000,ROSE HILL DR,1615,
33061,420041000,1995/03/15 00:00:00+00,99500,ROSE HILL DR,1615,
33062,420041000,1975/04/12 00:00:00+00,0,ROSE HILL DR,1615,
33063,420042000,1970/07/24 00:00:00+00,20800,ROSE HILL DR,1617,
33064,420043000,1989/09/05 00:00:00+00,90000,ROSE HILL DR,1621,
33065,420043000,1958/08/12 00:00:00+00,14750,ROSE HILL DR,1621,
33066,420043000,2012/05/04 00:00:00+00,0,ROSE HILL DR,1621,
33067,420044000,1992/06/26 00:00:00+00,0,ROSE HILL DR,1619,
33068,420044000,2012/04/25 00:00:00+00,245000,ROSE HILL DR,1619,
33069,420044000,2003/04/25 00:00:00+00,196500,ROSE HILL DR,1619,
33070,420044000,1998/11/30 00:00:00+00,60000,ROSE HILL DR,1619,
33071,420044000,1990/11/23 00:00:00+00,0,ROSE HILL DR,1619,
33072,420045000,2004/05/26 00:00:00+00,265000,ROSE HILL DR,1614,
33073,420045000,1999/06/02 00:00:00+00,129900,ROSE HILL DR,1614,
33074,420045000,2016/06/23 00:00:00+00,308000,ROSE HILL DR,1614,
33075,420045000,1973/01/29 00:00:00+00,26900,ROSE HILL DR,1614,
33076,420045100,2017/02/08 00:00:00+00,0,ROSE HILL DR,1616,
33077,420045100,1969/01/27 00:00:00+00,18500,ROSE HILL DR,1616,
33078,420045100,2019/02/19 00:00:00+00,0,ROSE HILL DR,1616,
33079,420045200,2006/12/30 00:00:00+00,0,ROSE HILL DR,1618,
33080,420045200,1967/04/12 00:00:00+00,17375,ROSE HILL DR,1618,
33081,420045300,1998/12/22 00:00:00+00,0,ROSE HILL DR,1620,
33082,420045300,1996/04/30 00:00:00+00,120000,ROSE HILL DR,1620,
33083,420045300,1993/04/14 00:00:00+00,113500,ROSE HILL DR,1620,
33084,420045300,2005/05/31 00:00:00+00,335000,ROSE HILL DR,1620,
33085,420045400,1994/02/07 00:00:00+00,0,ROSE HILL DR,1622,
33086,420045400,2003/07/31 00:00:00+00,209000,ROSE HILL DR,1622,
33087,420045400,2005/05/31 00:00:00+00,297500,ROSE HILL DR,1622,
33088,420045500,2012/05/02 00:00:00+00,239000,ROSE HILL DR,1624,
33089,420045500,1999/05/24 00:00:00+00,126500,ROSE HILL DR,1624,
33090,420045500,1997/08/01 00:00:00+00,118000,ROSE HILL DR,1624,
33091,420045500,1992/07/24 00:00:00+00,112000,ROSE HILL DR,1624,
33092,420045500,2002/09/17 00:00:00+00,185000,ROSE HILL DR,1624,
33093,420045500,1998/02/20 00:00:00+00,0,ROSE HILL DR,1624,
33094,420045600,1968/08/30 00:00:00+00,16550,ROSE HILL DR,1626,
33095,420045700,2005/10/04 00:00:00+00,327000,ROSE HILL DR,1628,
33096,420045700,1995/05/31 00:00:00+00,106000,ROSE HILL DR,1628,
33097,420045700,1993/08/17 00:00:00+00,95000,ROSE HILL DR,1628,
33098,420045700,2009/08/03 00:00:00+00,0,ROSE HILL DR,1628,
33099,420045700,2001/05/30 00:00:00+00,192500,ROSE HILL DR,1628,
33100,420045700,2009/06/01 00:00:00+00,0,ROSE HILL DR,1628,
33101,420045700,2009/06/01 00:00:00+00,0,ROSE HILL DR,1628,
